geneID	logFC	logCPM	PValue	dir	qvalue
g4	2.55924665557107	7.31942963242891	1.56489130609926e-16	1	1.56130576084597e-15
g5	-1.96620359727961	2.55760551952861	0.00446845968036927	-1	0.00882655921742296
g6	-1.44772888627757	7.07943628754083	8.61663345841106e-06	-1	2.64105948095674e-05
g9	1.18665731957851	2.56373414114688	0.00492683890826027	1	0.00964064393922109
g11	-1.19598875137405	7.02939108229341	2.20447777120039e-06	-1	7.35764638505735e-06
g14	-1.24113617906095	4.22393786176227	0.0124357641384579	-1	0.0224051855731043
g15	-1.12970497392108	4.89348162900567	0.0108821812666246	-1	0.0198747639033936
g16	2.6234086049474	1.11035165712443	0.00183811015929098	1	0.00387921593196031
g18	0.667022954619987	8.55664334563374	0.0107511534616606	1	0.0196647859685652
g21	-2.41975768515525	3.74811209632682	0.0127398140816091	-1	0.0228919446977654
g25	-2.39694621161162	6.93926319131092	4.56843771907225e-14	-1	3.50915472776247e-13
g29	1.99478721980361	1.45424830186807	0.00344157035375851	1	0.00693516773775175
g36	1.46908398367679	7.06566458872117	2.31234872548157e-05	1	6.68021002643878e-05
g38	4.32098137842921	1.20428543790225	6.32503485425871e-08	1	2.56762084046404e-07
g40	-1.97917957882567	5.33789253288771	1.17643100893689e-08	-1	5.19661082509433e-08
g43	2.01649913155669	9.39585254998963	5.01947909981687e-10	1	2.59996544966724e-09
g44	0.857656480415544	7.54333868156296	0.00211082647895236	1	0.0044076774142233
g46	0.938206378227165	4.10371260746044	0.00447190388438025	1	0.00883247219175799
g48	2.10987828984911	2.32644958681851	0.000185470625196599	1	0.000464981691495313
g51	-1.43893020991598	6.24715839065513	5.59754880869544e-07	-1	2.00886389938438e-06
g57	-1.65160560724721	5.43934062502555	0.000313185757575435	-1	0.000754657515948187
g60	0.695429993088235	6.27437253691349	0.0206521414396894	1	0.035557394913515
g62	-1.285819945667	5.36197181538339	0.00558072290630628	-1	0.0108164456329448
g64	0.603243633523056	5.41661428874801	0.0165437305082197	1	0.0290296766641503
g66	1.17773009536354	2.05400531719244	0.0128089807648669	1	0.0229993565552614
g67	-2.60831562168669	4.7416265798058	3.01635464818933e-13	-1	2.13146301230688e-12
g68	1.28925263863022	2.78723309386003	0.0109671670404542	1	0.0200150543129086
g71	-1.57981773478421	6.52125636141097	4.47617020570262e-07	-1	1.62457038675204e-06
g77	3.41670636385043	4.25365441182779	4.16657123784408e-18	1	4.82529334548196e-17
g78	1.09902933899248	4.08937593233259	7.43646475098047e-05	1	0.000198036298002854
g80	-2.93698489329805	2.90222238241466	2.83439653409095e-05	-1	8.03762664045039e-05
g83	2.07865378930346	1.21778504428088	0.0139448989220856	1	0.0248319060685448
g88	0.93208233332316	4.57169575276231	0.0148541330735034	1	0.0263308717847336
g92	-1.37614651460258	5.57021020847107	0.000208230540960002	-1	0.000518789249855212
g95	1.9574142816101	5.22434661071398	1.81445039136866e-10	1	9.82701918708373e-10
g96	1.03786264055785	7.16951585975177	0.0112806936927809	1	0.0205279711097736
g98	1.27062919297134	5.11521995584022	0.00171880273246871	1	0.00364777857064057
g101	-1.50298675856302	4.62379020711175	0.000918611978271739	-1	0.00204570993456469
g102	0.712097285006889	5.67953316982937	0.0269246867130149	1	0.0451664443233907
g106	0.877198092655722	3.5793879644735	0.00318925805861591	1	0.00646261754483751
g113	3.19779076793661	8.57162318232428	2.12586469380524e-14	1	1.69472411208762e-13
g114	1.13920685510566	4.34257418272836	0.000383616606659093	1	0.000908944063782941
g120	-1.12154545587062	6.23344884015369	0.000109184762273866	-1	0.000283445006641744
g126	-0.974960569641652	6.38007080278055	0.00120029145024793	-1	0.00262145686219441
g127	-1.26174737160368	3.960572224686	0.000154304752092292	-1	0.000391252797262999
g128	-3.85166334043478	8.73884713402384	1.50823618400187e-17	-1	1.64737391446581e-16
g132	1.12587732776498	7.54722059633948	0.00014258377525828	1	0.000362942202674202
g137	-1.18683418829066	3.3741228558305	0.0016044094881615	-1	0.00342130851240882
g145	1.55508153140253	3.45072899652599	0.000219504504177669	1	0.000544247850102674
g146	-0.62423310879673	6.46795280515867	0.00738657235354932	-1	0.013991289054403
g150	-2.92816197802865	6.13825609820671	0.000119344881966956	-1	0.00030766517065419
g153	1.56594982670754	3.25144677764598	1.53293332719965e-05	1	4.55187582156041e-05
g155	-2.12914329818255	1.9937785916338	0.00266199819912394	-1	0.00545511971468663
g156	2.39634154196149	2.51626893949806	8.64500295607404e-05	1	0.00022817730727946
g157	-4.49400662132265	2.1390103182634	6.48589118977363e-07	-1	2.31116635503936e-06
g161	1.43727360809942	7.13886953322793	2.94636356184954e-06	1	9.63196429670366e-06
g163	-1.23191345677123	2.31762598566297	0.00904772847753698	-1	0.0168223018803812
g165	-3.63536642718461	5.79431064331362	3.86509916803726e-18	-1	4.49475478918042e-17
g167	1.16374981712833	2.7796294263405	0.0231899743317988	1	0.0395102640667418
g169	-1.41718725325837	3.14483982472736	0.00202182276339696	-1	0.00423672516829893
g170	-1.1659850597581	4.94196331353763	0.00224548045069047	-1	0.00466647464537913
g173	-1.22889509322181	5.65017183752428	0.000156141468881056	-1	0.000395705132271635
g182	2.62392132477757	2.34025312225804	0.000989667705077136	1	0.00219075222333783
g183	0.875716751492399	7.89222448515874	0.00232375709717056	1	0.0048179050173587
g188	1.51303606683029	5.48432871854944	0.00491275304188789	1	0.00961596202734924
g195	-2.83675415121847	4.0520342761421	4.12410519846543e-10	-1	2.15187378197587e-09
g200	-1.05851409918865	4.62216854848268	0.00038275987324375	-1	0.000907243221992414
g201	-0.903883554737364	5.29921245388184	0.00666953665525104	-1	0.0127464713507894
g202	-1.22539373402567	5.58798630440536	1.55111397764757e-05	-1	4.60307108768803e-05
g203	2.43535890259174	0.828070277637174	0.0248016402011334	1	0.0419787630423434
g208	-2.21936196376736	4.99103276101234	4.10934373594873e-07	-1	1.497537483837e-06
g210	-2.85390961504013	1.80304252192641	0.00113879962867732	-1	0.00249941517965189
g213	-2.09871951164748	3.78161768114772	2.12665470870972e-07	-1	8.07436524262099e-07
g219	-2.02882547975638	5.01094586939666	1.01676554741974e-09	-1	5.08902194168324e-09
g221	2.94816597746799	1.69602607018958	2.35215327038102e-06	1	7.82121896031157e-06
g222	-1.08594794657607	4.57993876689715	0.00158380761697503	-1	0.00338031916508286
g229	0.708282579321318	4.02690319296899	0.026469151534116	1	0.0444746205034302
g231	-1.52736138758995	3.64711493079028	0.000596497803584262	-1	0.00136978488939806
g235	-2.02867165566375	4.57820090122288	1.45714374117617e-07	-1	5.66073188111559e-07
g239	2.5425282156555	10.8295315375543	1.46890647657265e-10	1	8.02431625548954e-10
g240	0.989637499590119	7.48869373189471	0.00358517150316849	1	0.00720084415791169
g243	1.72757403705345	5.72802868549736	5.51705956327849e-08	1	2.25363314868547e-07
g244	-2.65502608994692	3.94452718700768	3.34067117913306e-12	-1	2.13434795419342e-11
g246	-1.65750893239393	3.44195632951939	3.13397983194312e-06	-1	1.01968934807376e-05
g249	-3.88220645572846	0.620750250524691	0.0265219354627453	-1	0.0445442123418612
g259	-1.49707476163435	3.41504513853311	0.000446396972188651	-1	0.00104456038572207
g261	-4.22367585927604	6.08344828178636	5.67617307408099e-19	-1	7.18969692221183e-18
g262	-5.09738411891766	6.18189433657213	2.80266973935756e-29	-1	9.68576958425246e-28
g264	-7.55382218613832	2.15566685526095	5.76713026855314e-07	-1	2.06669564031271e-06
g265	-3.27107552315923	4.92424664669267	2.48095509326042e-22	-1	4.36002825582402e-21
g267	-4.41171396455041	6.03007064488156	6.03972669862218e-18	-1	6.86077940055082e-17
g268	-4.3926737273687	5.95347112393328	8.41258581884449e-17	-1	8.61257153188389e-16
g269	-3.77102670923601	4.66984242374089	4.24665459283836e-15	-1	3.6465029249197e-14
g272	-7.12186030854095	4.86922672760588	5.21083832172654e-31	-1	2.18643205383794e-29
g273	-6.32180038304459	1.56570485416082	0.000348283008444743	-1	0.000832167485730367
g274	-5.53824125637481	3.75051654446418	1.04847636194926e-17	-1	1.16204153350655e-16
g275	-4.68666926128437	6.25674864209421	2.03638903058678e-19	-1	2.70529105453207e-18
g276	-10.5469575655398	4.94118000027156	1.061501718599e-34	-1	6.41979202961341e-33
g277	-3.76364831078959	5.34471075497826	1.51377220240688e-24	-1	3.3095282657659e-23
g279	-8.82375539013827	2.87965478113862	2.27004947018796e-14	-1	1.79869063357594e-13
g280	-5.27878215398838	6.33147999677875	1.20755301722867e-44	-1	2.39010114874705e-42
