geneID	logFC	logCPM	PValue	dir	qvalue
g4	0.780721502144371	7.31942963242891	0.00625076572625505	1	0.0194882664130418
g5	-1.22764387797486	2.55760551952861	0.012526819109524	-1	0.0350502799686546
g6	-2.76430501083746	7.07943628754083	2.77916933724156e-19	-1	2.3173541771595e-17
g9	0.946773450260419	2.56373414114688	0.00445892264292555	1	0.0147042391767294
g11	-0.895995665908722	7.02939108229341	7.82960103292454e-05	-1	0.00046590049268192
g25	-0.655944052113242	6.93926319131092	0.00985818695200891	-1	0.0286944701908221
g28	0.939903234380361	4.59800040528658	0.00119032584636079	1	0.00486838550604043
g31	-0.838345659339926	4.76676079472562	0.00346060511950617	-1	0.0118873027212177
g36	1.77843481746966	7.06566458872117	5.64353702785248e-08	1	7.39699719470029e-07
g38	2.19262638308625	1.20428543790225	0.012336835412373	1	0.0346233586229518
g40	-2.15136827994956	5.33789253288771	2.68593757835045e-12	-1	8.10954496884084e-11
g60	1.39331959591758	6.27437253691349	3.37173596551093e-07	1	3.71801723377527e-06
g61	0.739233796429678	6.13143999675462	0.0101548238671687	1	0.0293876493394139
g67	-3.47105592013224	4.7416265798058	4.0870075127159e-27	-1	8.08938507188567e-25
g68	0.9847601903793	2.78723309386003	0.0172046212213019	1	0.0454100960171621
g75	-0.944154515114088	5.75131093151683	0.000633560238393672	-1	0.00284412666009714
g77	3.10276331160489	4.25365441182779	2.40497151127428e-18	1	1.77163220915111e-16
g91	0.746997731101875	8.23684914161558	0.0044356646058025	1	0.0146472611982979
g95	1.49088450780936	5.22434661071398	9.93701130673914e-08	1	1.22616962566469e-06
g98	1.0853710305084	5.11521995584022	0.00339571261125489	1	0.0117063667518542
g100	-1.49102734337496	5.59496305887107	6.33325286573411e-06	-1	5.12864419894049e-05
g102	0.900167209508032	5.67953316982937	0.00197034035713599	1	0.00742049188892558
g113	1.05951829077079	8.57162318232428	0.00511996320937049	1	0.0164819581218358
g120	-0.827831767828464	6.23344884015369	0.00108599036688415	-1	0.00450492862109444
g128	-2.22288852281306	8.73884713402384	1.81859578827018e-09	-1	3.26930132762883e-08
g136	0.842260794477454	5.08926254325842	0.000699577124555638	1	0.00309580256451394
g137	-1.48026619784278	3.3741228558305	3.40707193919913e-06	-1	2.95144008172445e-05
g145	1.17246813860568	3.45072899652599	0.00091465887933043	1	0.00388863977879796
g146	-1.06556416984157	6.46795280515867	4.93337338181663e-07	-1	5.23103092081693e-06
g147	0.663359393731722	4.67299130973149	0.00559509150842788	1	0.017791701845858
g149	-1.08198444390106	3.00064740025331	0.00816606663451204	-1	0.0244042638389948
g153	0.958236838078957	3.25144677764598	0.00279709572116019	1	0.00995623808467466
g157	-1.35355470328271	2.1390103182634	0.00500678658825209	-1	0.0161947809832948
g165	-2.25040934665461	5.79431064331362	2.66585852453578e-12	-1	8.06134225127757e-11
g167	-1.30438854112252	2.7796294263405	0.00923502252157185	-1	0.0271190305108473
g171	1.08879541556652	3.99425470089737	0.0065255750770411	1	0.020200417635801
g173	-0.988383632790323	5.65017183752428	0.000603403324070323	-1	0.00273064391112194
g182	2.63117703610606	2.34025312225804	3.42651791228806e-05	1	0.000227988517797231
g189	-1.32673467114632	2.59173560480564	0.00680564285070073	-1	0.0209055606928172
g194	1.86488668623073	1.17509867171544	0.0149749176745137	1	0.0405092074136218
g195	-1.55844355015743	4.0520342761421	1.03919779913845e-05	-1	7.88960901748078e-05
g202	-0.827769772917542	5.58798630440536	0.000615826150560813	-1	0.00277468692118628
g213	-2.04775143930401	3.78161768114772	6.29914309365678e-10	-1	1.22817620816124e-08
g219	-1.62238404878732	5.01094586939666	2.0137324675195e-09	-1	3.60028172454787e-08
g221	1.53981874339659	1.69602607018958	0.0107109928526482	1	0.0307204193424534
g231	-1.11419281634867	3.64711493079028	0.00344856693795562	-1	0.0118552051139018
g235	-1.60225395009654	4.57820090122288	9.5493473813584e-07	-1	9.57622630182793e-06
g240	0.857314662099214	7.48869373189471	0.00694977415470553	1	0.0212749296299727
g242	-0.862408765638786	6.67225021733558	0.00433632944850185	-1	0.0143606772038391
g244	-2.1119821332773	3.94452718700768	2.41152478663743e-12	-1	7.36040937603746e-11
g246	-1.52370806746563	3.44195632951939	1.09533817523695e-08	-1	1.67943282815086e-07
g249	-7.44936974569011	0.620750250524691	0.000269846139974863	-1	0.00135963875361467
g251	-1.32427992492267	2.63044079963005	0.00121417844543185	-1	0.00494529757602103
g258	0.799088376175646	5.18232956573107	0.000423898340022942	1	0.00201266972928266
g262	-0.90063319702042	6.18189433657213	0.00191262775806119	-1	0.00722535972994196
g265	-0.623649894271653	4.92424664669267	0.00178790319602883	-1	0.00682391178928416
g274	-1.7972649801483	3.75051654446418	1.48912767669655e-07	-1	1.76738078890787e-06
g276	-0.900377673405052	4.94118000027156	8.54596333064322e-05	-1	0.000503330782879333
g279	-1.46904222690342	2.87965478113862	1.71945655332372e-05	-1	0.000123824884830497
g280	-1.25798208164833	6.33147999677875	6.28566602612743e-08	-1	8.13524608863719e-07
g283	-1.11288260887537	4.93201123292704	0.00075217931357109	-1	0.00329141439245769
g284	-1.79648648105465	4.70860586414767	2.10987854509988e-11	-1	5.55686425957422e-10
g287	-0.981774611441906	6.13760850219849	2.15395976562184e-05	-1	0.00015053634063366
g303	-2.31832538711424	5.5317445904108	2.83441358419528e-25	-1	4.51547432376475e-23
g304	-2.05854035937309	3.70298351932977	3.69478015791542e-12	-1	1.09529829340927e-10
g308	-2.49783215966446	4.95879943569115	1.81099282388014e-17	-1	1.16731593368195e-15
g314	1.45693733742923	1.79404900632573	0.0131436690548253	1	0.0364801976103828
g321	-1.58019575932795	1.62818400593122	0.00922751239960933	-1	0.0271084116147444
g323	-1.44687746206152	3.85707859251142	5.94282937052747e-08	-1	7.73238655481314e-07
g324	0.98205308231285	4.88646520710806	0.000578255953972909	1	0.00262959513067978
g327	-1.30149826839657	5.91594914576043	2.78674268525541e-09	-1	4.8712063262783e-08
g334	0.679870271418769	4.65355262522696	0.00866332427567893	1	0.0256858983445678
g335	-3.21313127817862	1.48841912508857	1.50949714564502e-08	-1	2.23910647758624e-07
g337	-1.96528049202252	2.76374411982297	3.75596333722573e-07	-1	4.09333156801658e-06
g341	1.73404929384972	4.78091013158931	9.10066135263085e-05	1	0.000531369067952328
g344	-1.30771518356496	5.79557486687866	0.000110518989620338	-1	0.000632482360283447
g350	-0.993517707981868	4.11867158499976	0.00275406506281985	-1	0.00982806499835274
g351	-2.7909227229015	2.28416578890104	5.16745490327946e-18	-1	3.61629567249147e-16
g352	0.531999493960012	5.33249185298477	0.00697643528113153	1	0.0213265599584668
g355	0.768228556815778	5.80996520189646	0.00160633003708063	1	0.00625268912924017
g360	-2.0391212072397	2.96033770766143	1.51905523931832e-08	-1	2.2498781114469e-07
g366	-0.595341451715484	7.06086193521282	0.0189984118609583	-1	0.0493012687611544
g367	-1.13276022786005	4.07532157951472	0.00019925216306574	-1	0.00104955541270784
g370	-0.971119362075729	6.31493629429198	0.000555588902723592	-1	0.00254007572302118
g372	-3.40742574456416	3.36792756929302	6.14268620379254e-07	-1	6.42637139152775e-06
g383	0.93602038333372	5.62983025814711	4.46411739349037e-08	1	5.99961456278764e-07
g386	-0.769291030793551	6.45562308710856	0.000431446879849883	-1	0.00204257105838571
g391	-1.01130059648706	6.56089678391576	6.70832532544342e-08	-1	8.63096748207904e-07
g395	-0.674905268445508	4.59744688533007	0.0133268704872637	-1	0.0368737683137436
g398	-1.62558618630484	6.07698747447297	2.54300771761503e-15	-1	1.2007285837751e-13
g401	1.11045568208206	6.06054146772833	0.00014444559075996	1	0.000795506281883477
g411	-1.27273696679084	4.88601810553937	1.7082301021825e-07	-1	2.00231170798273e-06
g413	-1.21956222968669	4.28235875406323	2.43074104015716e-09	-1	4.29102438575491e-08
g414	-1.53955859333703	3.18540788483154	5.20268700100391e-07	-1	5.5046788220665e-06
g418	-1.03188743460533	5.63175432908458	2.19677122853433e-06	-1	1.99420424872711e-05
g422	-1.83411838177988	2.28201572799947	0.0183562289132603	-1	0.0479203711104896
g423	-1.01011292725981	3.56626758960696	0.0148846363042674	-1	0.0403018444634684
g425	0.839481479944001	4.04632146639938	0.00719386797083547	1	0.0218819998274637
g426	-1.39770087467991	4.30231039747154	5.7103114844054e-07	-1	6.00932081293898e-06
g429	-0.756591550279358	5.27720026537106	0.000185820547413008	-1	0.000985160613246181
g431	-1.00867978377597	2.91467167789415	0.00163529702894792	-1	0.00634150906040659
g432	-0.652279844917279	3.76549591385874	0.00447823964606889	-1	0.0147480850192807
g433	-1.12690301313203	4.66273219314463	1.02611723679369e-06	-1	1.02013025139383e-05
g435	-0.72018857658724	5.8850251337984	0.00671644163231586	-1	0.0206736842263948
g446	-1.1158915524092	3.46269356732722	0.00292040899940969	-1	0.010316461933195
g451	1.8658320237409	3.22550235816659	3.37127338917199e-06	1	2.92301336552324e-05
g452	-1.32946876448771	6.28978854143964	1.0246747056705e-08	-1	1.58098431949713e-07
g454	-1.64877929248994	1.74951091781826	0.000730745893130432	-1	0.00321341242726455
g455	-0.566512957830135	5.56194073135883	0.00543800599136826	-1	0.017365992079671
g458	0.830058600305406	3.89454022857641	0.0113746273330002	1	0.0323116588272164
g459	-1.11504422405568	3.98272293368569	4.40137568912222e-05	-1	0.000283420823622576
g460	-0.779968141887282	6.31889649035764	0.0134595642811484	-1	0.0371779196629692
