geneID	logFC	logCPM	PValue	dir	qvalue
g2	-0.872603789015825	6.25515872795579	0.00631467597929361	-1	0.0156015653382566
g5	-2.52156297118367	2.55760551952861	3.31873117790399e-05	-1	0.000138805842969111
g6	-3.28749180066777	7.07943628754083	1.60515396071323e-20	-1	3.40400344807097e-19
g8	-1.0540052394616	8.70349083893479	0.000305249974676878	-1	0.0010472537204146
g11	-0.819937109136797	7.02939108229341	0.000875566081968151	-1	0.0026967490374357
g18	-1.06217802641466	8.55664334563374	5.48427975096472e-05	-1	0.000218957745966083
g25	-0.792919602822591	6.93926319131092	0.00410017951942583	-1	0.0106442789723303
g30	0.773083508682092	5.77764633646536	0.00613347941422415	1	0.0152056590488009
g31	-0.844379023920299	4.76676079472562	0.00954686352744068	-1	0.0224036875233773
g38	-2.75922145252565	1.20428543790225	0.00835612221796335	-1	0.0199243386299576
g40	-2.94173959326312	5.33789253288771	6.2206415146517e-16	-1	9.12376276044911e-15
g43	-1.05788640122116	9.39585254998963	0.0010962667102143	-1	0.00329670751790198
g44	-1.74871556582507	7.54333868156296	2.73713786458361e-09	-1	2.14622714912029e-08
g58	0.972571528335517	6.26820772508196	0.00297239234877361	1	0.00803587583805449
g61	0.777914977872665	6.13143999675462	0.00921487995057008	1	0.0217208676327945
g67	-4.38550533947594	4.7416265798058	1.67664186057652e-25	-1	5.26503161185848e-24
g72	1.30724820272867	2.15306072084899	0.0207530117528449	1	0.0443704599342058
g74	-0.656581668710427	7.54607002647989	0.00851479197013327	-1	0.0202681424507728
g75	-0.712694981113908	5.75131093151683	0.0184655474087091	-1	0.0400212809947632
g77	1.97271788206027	4.25365441182779	1.32525717536448e-06	1	7.03179375880504e-06
g86	-1.3149291644736	6.99097937260442	0.0002770877945343	-1	0.000958773677185167
g100	-1.19336422427676	5.59496305887107	0.000830987423888437	-1	0.00257564039403574
g101	1.00291528147401	4.62379020711175	0.0192013457805007	1	0.0414007890150651
g102	0.79106044034122	5.67953316982937	0.00893016925213924	1	0.021133655373873
g105	-1.64875045380364	7.4279832004646	0.00334097271203619	-1	0.00890941212470727
g106	0.675223557894659	3.5793879644735	0.0207262480976067	1	0.0443277484689592
g128	-3.28763662852397	8.73884713402384	1.48591963195775e-14	-1	1.94499633855792e-13
g146	-0.863387217847049	6.46795280515867	0.0001652895477692	-1	0.000597270578767503
g147	1.11051311168727	4.67299130973149	1.53338311622149e-05	1	6.82412949406318e-05
g152	1.20834484030259	3.23196651146618	0.00799960431395491	1	0.0192192553374137
g153	1.46285816316137	3.25144677764598	3.06201700489832e-05	1	0.000129088259920358
g156	1.75850672631215	2.51626893949806	0.00177395921984432	1	0.00507233779554201
g157	-1.95397733378903	2.1390103182634	0.000981915635001852	-1	0.00298674897048452
