seqnames,start,end,width,strand,dens,window_scores,coverage
scaffold_1_RagTag,1,100000,100000,*,1947,6377,3.27529532614278
scaffold_1_RagTag,100001,200000,100000,*,2505,4961,1.98043912175649
scaffold_1_RagTag,200001,300000,100000,*,1960,5660,2.88775510204082
scaffold_1_RagTag,300001,400000,100000,*,2462,14467,5.87611697806661
scaffold_1_RagTag,400001,500000,100000,*,3738,29500,7.89192081326913
scaffold_1_RagTag,500001,600000,100000,*,1715,5290,3.08454810495627
scaffold_1_RagTag,600001,700000,100000,*,2438,9646,3.95652173913043
scaffold_1_RagTag,700001,800000,100000,*,2161,26997,12.4928273947247
scaffold_1_RagTag,800001,900000,100000,*,2891,22333,7.72500864752681
scaffold_1_RagTag,900001,1000000,100000,*,1362,7263,5.33259911894273
scaffold_1_RagTag,1000001,1100000,100000,*,2292,4289,1.87129144851658
scaffold_1_RagTag,1100001,1200000,100000,*,2653,13148,4.95589898228421
scaffold_1_RagTag,1200001,1300000,100000,*,24521,186593,7.60951837200767
scaffold_1_RagTag,1300001,1400000,100000,*,30706,230017,7.4909463948414
scaffold_1_RagTag,1400001,1500000,100000,*,28035,206953,7.38195113251293
scaffold_1_RagTag,1500001,1600000,100000,*,33250,258066,7.76138345864662
scaffold_1_RagTag,1600001,1700000,100000,*,29636,230668,7.78337157511135
scaffold_1_RagTag,1700001,1800000,100000,*,33594,242962,7.23230338750967
scaffold_1_RagTag,1800001,1900000,100000,*,34363,271599,7.90382097022961
scaffold_1_RagTag,1900001,2000000,100000,*,32619,259968,7.9698335326037
scaffold_1_RagTag,2000001,2100000,100000,*,21621,162243,7.50395448869155
scaffold_1_RagTag,2100001,2200000,100000,*,30475,397805,13.053486464315
scaffold_1_RagTag,2200001,2300000,100000,*,32168,252700,7.85563292713255
scaffold_1_RagTag,2300001,2400000,100000,*,29106,208730,7.17137359994503
scaffold_1_RagTag,2400001,2500000,100000,*,34244,253106,7.39125102207686
scaffold_1_RagTag,2500001,2600000,100000,*,30059,214998,7.15253335107622
scaffold_1_RagTag,2600001,2700000,100000,*,33468,242225,7.23751045775069
scaffold_1_RagTag,2700001,2800000,100000,*,34826,238879,6.85921438006087
scaffold_1_RagTag,2800001,2900000,100000,*,29130,216347,7.42694816340542
scaffold_1_RagTag,2900001,3000000,100000,*,33238,232500,6.99500571634876
scaffold_1_RagTag,3000001,3100000,100000,*,34448,276357,8.02243961913609
scaffold_1_RagTag,3100001,3200000,100000,*,33579,265342,7.90202209714405
scaffold_1_RagTag,3200001,3300000,100000,*,30965,251517,8.12262231551752
scaffold_1_RagTag,3300001,3400000,100000,*,34126,281550,8.25030768329133
scaffold_1_RagTag,3400001,3500000,100000,*,34829,249081,7.15154038301416
scaffold_1_RagTag,3500001,3600000,100000,*,27477,331798,12.0754813116425
scaffold_1_RagTag,3600001,3700000,100000,*,31252,261962,8.38224753615769
scaffold_1_RagTag,3700001,3800000,100000,*,29472,232113,7.87571254071661
scaffold_1_RagTag,3800001,3900000,100000,*,31871,238491,7.48300963258134
scaffold_1_RagTag,3900001,4000000,100000,*,27735,216755,7.81521543176492
scaffold_1_RagTag,4000001,4100000,100000,*,30842,227655,7.38133065300564
scaffold_1_RagTag,4100001,4200000,100000,*,33067,263844,7.97907279160492
scaffold_1_RagTag,4200001,4300000,100000,*,32683,322986,9.88238533794327
scaffold_1_RagTag,4300001,4400000,100000,*,30564,234161,7.66133359507918
scaffold_1_RagTag,4400001,4500000,100000,*,33944,270287,7.96273273627151
scaffold_1_RagTag,4500001,4600000,100000,*,25885,267265,10.3250917519799
scaffold_1_RagTag,4600001,4700000,100000,*,32083,291631,9.08989184303214
scaffold_1_RagTag,4700001,4800000,100000,*,23189,198283,8.5507352624089
scaffold_1_RagTag,4800001,4900000,100000,*,32306,245696,7.60527456200087
scaffold_1_RagTag,4900001,5000000,100000,*,26042,220489,8.4666692266339
scaffold_1_RagTag,5000001,5100000,100000,*,29662,228595,7.70666172206864
scaffold_1_RagTag,5100001,5200000,100000,*,27884,204429,7.33140869315737
scaffold_1_RagTag,5200001,5300000,100000,*,29316,228677,7.80041615500068
scaffold_1_RagTag,5300001,5400000,100000,*,32231,262635,8.14852160963048
scaffold_1_RagTag,5400001,5500000,100000,*,33026,271732,8.22782050505662
